"ID","Viewpoint","Location","Collar","Tie","Skirt","Uniform","Sleeve","NSFW","Mood","Subject","Gender","Time","Author","Remarks"
"20200904-10","Side,Top","Streets","Navy Blue","","Navy Blue","Translucent White","0","0","0","1","0","0","","Rainfall,Yuri,Umbrella"
"20200904-11","Side","Streets","Navy Blue","Yellow","Navy Blue","Navy Blue","1","0","2","1","0","2","",
"20200904-12","Front,Side","Streets","Navy Blue","Yellow","Navy Blue","Navy Blue","1","0","2","2","0","0","","Una Otomachi"
"20200904-13","Front,Side","House","Black","Red","Black","Black","1","0","0","1","0","0","","Demon,Tears"
"20200904-14","Front,Side","House","Black","Red","Black","Black","1","0","1","2","0","0","",
"20200904-15","Side","Streets","Black","Red","Black","Black","1","0","2","2","0","2","",
"20200904-2","Side","School","Navy Blue","Red","Navy Blue","Ivory","1","0","1","1","0","1","",
"20200904-3","Front","Streets","Navy Blue","Light Blue","White","White","1","0","1,2","1","0","0","",
"20200904-4","Front,Side","Home","Navy Blue","Light Blue","Navy Blue","White","0","0","0,1","1","0","","",
"20200904-5","Side","Streets","White","Dim Blue","White","White","1","0","1,2","1","0","0","",
"20200904-6","Front","","Black","Red","Black","Black","1","0","2","1","0","","",
"20200904-7","Front,Side","Streets","Gray","Red","Gray","White","0","0","2","1","0","2","",
"20200904-8","Side","","Navy Blue","Red","","White","0","0","2","2","0","","","Yuri,Kissing"
"20200904-9","Side","School","White","Gray","White","White","0","0","2","1","0","0","","Yuri,Kissing"
"20200905-1","Side","Streets,Ruins","Black","Red","Black","Black","1","0","1","2","0","0","",
"20200905-10","Front,Side","","Navy Blue","Red","Navy BLue","White","1","0","2","1","0","","",
"20200905-11","Side","Wilderness","White","Red","","Navy Blue","0","0","0,1","1","0","1","",
"20200905-12","Top","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","2","","In Water"
"20200905-13","Front","","Black","Blue","Black","Black","1","0","2","1","0","","",
"20200905-14","Front","School","Navy Blue","Red","","White","1","0","1","1","0","1","","Glasses,Confession"
"20200905-15","Side","Building","Navy Blue","","","Navy Blue","1","0","2","1","0","1","",
"20200905-2","Front","","Black","Red","","White","0","0","1","1","0","","","Tears"
"20200905-3","Front","","Navy Blue","Light Blue,Grue","","White","1","0","2","1","0","","",
"20200905-4","Side","Bed","Navy Blue","","/","White","0","1","1","1","0","0","","Undressing"
"20200905-5","Front","","Navy Blue","Red","Navy Blue","Ivory","1","0","2","1","0","","",
"20200905-6","Front","","Light Blue","Red","Light Blue","White","0","0","2","1","0","","",
"20200905-7","Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","",
"20200905-8","Side","Wilderness","Navy Blue","Red","","White","0","0","1","1","0","","",
"20200905-9","Front","","Navy Blue","Light Blue","Navy Blue","White","0","0","1","1","0","","","Hairdressing"
"20200906-1","Front","Wilderness","White","Red","Navy Blue","WHite","0","0","0,1","1","0","0","","Rainfall,Umbrella"
"20200906-10","Side,Back","Home,Building","Navy Blue","","Navy Blue","White","0","0","1","1","0","0","","In Water"
"20200906-11","Back","Home,Building","Navy Blue","","Navy Blue","White","0","0","2","1","0","0","","Cat"
"20200906-12","Top","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","",
"20200906-13","Side","Streets","Gray","","Gray","White","0","0","1","1","0","0","","Rainfall,Umbrella"
"20200906-14","Front,Bottom","","Navy Blue","Red","Navy Blue","White","0","2","0","1","0","","","Vagina"
"20200906-15","Side","","Navy Blue","Blue","Navy Blue","White","0","0","1","1","0","","",
"20200906-2","Side","","White","Navy Blue","Navy Blue","White","0","0","2","1","0","","",
"20200906-3","Side","","Navy Blue","Blue","Navy Blue","White","1","0","2","1","0","","","Hololive,Akai Haato"
"20200906-4","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","","","Cat"
"20200906-5","Side","","Navy Blue","Red","Navy Blue","Navy Blue","0","0","1","1","0","","",
"20200906-6","Front","","Navy Blue","Dim Blue","Navy Blue","White,Green","0","0","2","1","0","","",
"20200906-7","Front","","Navy Blue","Navy Blue","","White","0","0","1","1","0","","","Tears,Crying"
"20200906-8","Side","","Navy Blue","Red","Navy Blue","White","1","0","0","1","0","","",
"20200906-9","Side","Wilderness,Beach","Navy Blue","","Navy Blue","White","0","0","0","2","0","2","",
"20200907-1","Front","","Navy Blue","Yellow,Green","Navy Blue","Translucent White","0","1","1","1","0","0","","Tears"
"20200907-10","Front","Streets,Ruins","Black","Red","Black","White","0,1","0","2","2","0","0","","Rainfall,Battle Girl High School,Narumi Haruka,Wakaba Subaru"
"20200907-11","Top","Wilderness","Black","Red","Black","White","1","0","0","1","0","1","","In Water"
"20200907-12","Side","","Black","Light Blue","Black","Gray","1","0","1","1","0","","",
"20200907-13","Front","","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","","",
"20200907-14","Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1,2","1","0","1","",
"20200907-15","Front","","Red","Red","","White","0","0","2","1","1","","","Astolfo,Fate/Grand Order"
"20200907-16","Front","","Navy Blue","White","Navy Blue","White","1","0","2","1","0","","","Demon,Rem,Re:Zero kara Hajimaru Isekai Seikatsu"
"20200907-17","Top","Building,Hidden","Navy Blue","White","Navy Blue","Navy Blue","1","2","0","1","0","","","Gag"
"20200907-18","Front","","Black","Red","Black","White","0","2","1","1","0","","","Breasts,Undressing"
"20200907-19","Front","Building","Black","","Black","White","1","2","0,1","1","0","","","Breasts,Undressing"
"20200907-2","Side","","Navy Blue","Purple","Navy Blue","White","0","0","0,1","1","0","","","Cat,Nekomata Okayu"
"20200907-20","Back","","Gray","Red","Gray","White","1","2","1,2","1","0","","",
"20200907-21","Front","School","Navy Blue","Red","Navy Blue","White","1","2","1","1","0","","",
"20200907-3","Front","","White","Red","Navy Blue","Navy Blue","1","0","2","1","0","","",
"20200907-4","Front","","Navy Blue","Navy Blue","Navy Blue","White","0","0","2","1","0","","",
"20200907-5","Front","","Navy Blue","Navy Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200907-6","Front","","Pink","Pink","Pink","White","0","1","2","1","1","","","Astolfo,Fate/Grand Order"
"20200907-7","Front","","Navy Blue","Red","","White","","0","1","1","0","","",
"20200907-8","Front,Side","","Navy Blue","Red","Navy Blue","White","1","0","1","1","0","","","Murao Mira,Alice Gear Aegis"
"20200907-9","Side","Streets,Ruins","Navy Blue","Grue","Navy Blue","White","1","0","1","1","0","0","",
"20200908-1","Side","Wilderness","Purple","Blue","Purple","White","1","2","0","1","0","0","","Rainfall,Gag"
"20200908-10","Front","Bed","Blue","Red","Blue","White","1","1","1","1","0","","",
"20200908-11","Front","Bed","Navy Blue","Grue","/","White","1","2","1","1","0","","","Cum,Vagina,Breasts"
"20200908-12","Side","Bed","Navy Blue","Navy Blue","Navy Blue","White","1","1","1","1","0","","",
"20200908-13","Front","Wilderness","Black","Red","Black","Black","1","0","0","1","0","0","","Snow"
"20200908-14","Side","Streets","Navy Blue","Red","Navy Blue","White","0","0","0","1","0","2","",
"20200908-15","Front,Side","Streets","Navy Blue","Navy Blue","","White","0","0","2","1","0","","",
"20200908-16","Top","Bed","Navy Blue","Red","Navy Blue","White,Pink","1","0","2","1","0","","",
"20200908-17","Front","Wilderness,Beach","Navy Blue","Red","/","Translucent White,Pink","1","0","2","1","0","1","","Swimsuit"
"20200908-18","Front","Building,Rooftop","White","Navy Blue","Navy Blue","White","0","0","2","1","0","0","",
"20200908-19","Front","","Navy Blue","","Navy Blue","Navy Blue","1","2","0","1","0","","","Breasts"
"20200908-2","Front","","Purple","Blue","Purple","White","1","2","1","1","0","","",
"20200908-3","Front","Bed","White","Red","Navy Blue","White","0","0","2","1","0","","",
"20200908-4","Side","","Gray","Red","Gray","White","0","0","2","1","0","","",
"20200908-5","Front","","Navy Blue","","Navy Blue","White","1","2","1","1","0","0","","Vagina"
"20200908-6","Front","Bed","Navy Blue","Cyan","Navy Blue","Navy Blue","1","2","1,2","1","0","","","Cum,Condom"
"20200908-7","Top","Bed","Navy Blue","Red","Navy Blue","White","1","2","1","1","0","","","Cum,Vagina"
"20200908-8","Front,Top","Bed","Navy Blue","Red","","White","1","2","1,2","1","0","","","Blowjob,Penis,Cum"
"20200908-9","Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","0","1","0","","","Breasts,Undressing"
"20200909-1","Front","Streets","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","","Angel"
"20200909-10","Front","Streets","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","1","",
"20200909-11","Front","Streets","Navy Blue","Navy Blue","Navy Blue","White","1","0","1","1","0","0","",
"20200909-12","Front","Wilderness","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","0","",
"20200909-13","Side","Wilderness","Navy Blue","Navy Blue","Navy Blue","White","0","0","1","1","0","","",
"20200909-14","Side","Wilderness","White","Yellow","Navy Blue","White","0","1","2","1","0","0","","Undressing"
"20200909-15","Side,Back","Building","White","Black","/","Black","1","1","2","1","0","","","Undressing"
"20200909-2","Side","","Black","Red","","Black","1","0","1","1","0","","","VOICEROID,Tohoku Kiritan"
"20200909-3","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1,2","1","0","","","Fate/Grand Order,Meltryllis"
"20200909-4","Back","Train Station,Streets","White","Light Blue","Light Blue","White","0","0","2","1","0","0","",
"20200909-5","Front","","Navy Blue","Light Blue","Navy Blue","White","0","1","1","1","0","","","Dialog"
"20200909-6","Front,Side","Streets","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","","Rainfall,Umbrella"
"20200909-7","Front","Building","Navy Blue","Red","Navy Blue","White","1","0","1,2","1","0","2","",
"20200909-8","Front","","Navy Blue","Red","Navy Blue","White","0","2","2","1","0","","","Dialog,Vagina"
"20200909-9","Side","Wilderness","Navy Blue","Yellow","Navy Blue","White","0","0","1","1","0","1","",
"20200910-1","Back","Pool","Navy Blue","","/","Translucent White","0","1","1","1","0","0","","In Water,Swimsuit"
"20200910-10","Front","","Navy Blue","Red","","White","1","0","2","1","0","","","Tears"
"20200910-11","Side","Wilderness","Navy Blue","Red","","White","0","0","1","1","0","0","",
"20200910-12","Front","","Black","Grue","","White","1","0","2","1","0","","","Eromanga Sensei,Sagiri Izumi"
"20200910-13","Front","","White","Blue,Purple","","White","1","0","2","1","0","","","Ryuou no Shigoto!,Ginko Sora"
"20200910-14","Side","","Navy Blue","Red","","Navy Blue","1","0","1","1","0","","",
"20200910-15","Front","Streets","Black","Red","","Ivory,White","1","0","1","1","0","0","",
"20200910-16","Side","","Navy Blue","Red","","White","1","0","1","1","0","","",
"20200910-17","Front,Top","Streets","Navy Blue","Red","Navy Blue","White","0","0","2","1","0","0","","Rainfall,Umbrella"
"20200910-18","Front,Side","Bus,Streets","Black","Red","Black","White","0","1","1","0","0","1","",
"20200910-19","Front","","Navy Blue","Red","Navy Blue","White","0","1","1","1","0","","",
"20200910-2","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","",
"20200910-20","Front","","Pink","Pink","Pink","White","0","0","2","1","1","","","Fate/Grand Order,Astolfo"
"20200910-21","Front","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","2","1","0","","",
"20200910-22","Front,Side","","Navy Blue","Red","Navy Blue","Navy Blue","1","0","1","1","0","","",
"20200910-23","Front","School","Navy Blue","Red","Navy Blue","White","0","2","2","1","0","","","Undressing,Vibrator,Condom,Breasts"
"20200910-24","Side,Back","Building","Navy Blue","","/","White","1","0","0","1","0","","","Dialog,Pee"
"20200910-25","Front,Side","","Light Blue","Light Blue","Black","White,Ivory","1","1","1","1","0","","","Pee"
"20200910-3","Back","Wilderness","Navy Blue","","Navy Blue","Navy Blue","1","0","2","1","0","0","",
"20200910-4","Side","Wilderness","Navy Blue","Blue","Navy Blue","White","0","0","2","1","0","0","","Hairdressing"
"20200910-5","Front","Building","Pink","Gray","Pink","White","0","0","2","1","0","","","Demon,Elf"
"20200910-6","Front","","Black","White","","Black","1","0","2","1","0","","","Azur Lane,Takao"
"20200910-7","Front","","Purple","Pink","Purple,Light Blue","White","1","2","1","1","0","","","Vibrator"
"20200910-8","Side","","Black","White","","Black","1","0","2","1","0","","",
"20200910-9","Front","","Black","Red","Black","Black","1","0","0,1","1","0","","",
"20200911-1","Front,Side","Building,Rooftop","Black","Red","","White","0","0","1","1","0","1","桜犬",
"20200911-10","Front","","Navy Blue","Light Blue,Grue","Navy Blue","Translucent White","0","1","1","1","0","","水科湊","Breasts"
"20200911-11","Front,Bottom","","Navy Blue","Yellow","Navy Blue","White","1","2","1","1","0","","水科湊","Vagina"
"20200911-12","Front","","Navy Blue","Yellow","","White","0","2","1","1","0","","水科湊","Breasts,Kantai Collection"
"20200911-13","Front","","Navy Blue","Red","Navy Blue","White","1","1","1","1","0","","水科湊","Kantai Collection,Inazuma"
"20200911-14","Side","Building","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","耳かき","Animal"
"20200911-15","Side","Wilderness","Navy Blue","Red","Navy Blue","White","1","0","2","1","0","0","Tooku",
"20200911-2","Side","Streets","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","桜犬",
"20200911-3","Front","Train Station,Streets,Amanogawa","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","桜犬",
"20200911-4","Side","Wilderness","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","0","こたつね","Cat"
"20200911-5","Side","","Navy Blue","Light Blue,Grue","Navy Blue","White","0","0","2","1","0","","こたつね","Fox"
"20200911-6","Front","","Navy Blue","Light Blue,Grue","Navy Blue","White","0","0","2","1","0","","こたつね","Fox"
"20200911-7","Front","","Navy Blue","Red","Navy Blue","White","0","0","0,1","1","0","","こたつね","Cat"
"20200911-8","Front","","Navy Blue","Red,Light Blue,Grue","Navy Blue","White","0","0","2","2","0","","こたつね","Cat,Fox,Yuri"
"20200911-9","Front,Side","School","Navy Blue","","","White","0","0","2","1","0","1","こたつね","Fox"
"20200912-1","Side","","Navy Blue","Red","","Navy Blue","1","0","1","1","0","","ぺんたごん",
"20200912-10","Front","","Navy Blue","Red","Navy Blue","White","0","0","1","1","0","","電磁誘導","Kono Subarashii no Sekai ni Shukufuku wo!,Megumin"
"20200912-11","Side","Wilderness","Navy Blue","Dim Blue","Navy Blue","White","0","0","0","1","0","0","黒なまこ","Tears"
"20200912-12","Front,Side,Bottom","Streets","Navy Blue","Navy Blue","Navy Blue","White","0","0","0","1","0","1,2","「yesbee」イェスビ",
"20200912-14","Front","","Navy Blue","Blue","Navy Blue","White","1","1","0","1","0","","Sak @ Twitter","Undressing,Hyouka,Eru Chitanda"
"20200912-15","Top","Bed","Navy Blue","White","/","White","1","2","1","1","0","","Sak","Penis,Intercourse,Zombieland Saga,Junko Konno"
"20200912-2","Back","Streets,Wilderness","Navy Blue","Navy Blue","Navy Blue","White","1","0","2","1","0","0","ぺんたごん",
"20200912-3","Side,Back","School","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","0","ぺんたごん","Jumping"
"20200912-4","Front","School","Navy Blue","White","Navy Blue","Navy Blue","1","0","1","1","0","0","ぺんたごん","Dialog"
"20200912-5","Front","Streets,Kyoto,Kinkaku-ji","Navy Blue","Red","Navy Blue","White","1","0","2","2","0","0","ぺんたごん","Yuri"
"20200912-6","Front","","Black","Dim Blue","Black","White","1","0","2","1","0","","ぺんたごん","Cat"
"20200912-7","Front","","Black","Red","Black","White","0","0","2","1","0","","esato",
"20200912-8","Front","Building,Home,School","Navy Blue","Red","Navy Blue","White","1","1","2","1","0","","電磁誘導","Uzaki-chan wa Asobitai!,Uzaki Hana"
"20200912-9","Front","Building,Home","Navy Blue","Red","Navy Blue","White","0","2","2","1","0","0","電磁誘導","Toaru Kagaku no Railgun,Ruiko Saten,Cum"
"20200913-1","Front,Side","Wilderness","Navy Blue","Gray","Navy Blue","White","0","0","1","1","0","2","しと","Fireworks"
"20200913-10","Front,Side","","Gray","Black","Gray","White","1","0","1","1","0","","ゆうき鶏介","Glasses"
